method,seed,path,n_atoms,volume,minimum_distance_angstrom,chgnet_energy_per_atom_ev,chgnet_max_force_ev_ang,accepted_steps,fallback_count,backtracking_count
poscell_1,20040,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20040.extxyz,4,114.53460061872204,3.3334899123866717,-5.92762565612793,0.00243242126433483,1,0,0
poscell_1,20041,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20041.extxyz,6,67.20679456989673,2.4533145848301836,-7.051851272583008,0.060753764449634026,1,0,0
poscell_1,20042,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20042.extxyz,9,262.4029345690505,3.077571614321093,-9.014013290405273,0.058336160107021834,1,0,0
poscell_1,20043,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20043.extxyz,6,113.0274340928479,2.8262870653534815,-8.319375991821289,0.17255360900012096,1,0,0
poscell_1,20044,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20044.extxyz,4,44.39671940562583,2.46717824179163,-5.991009712219238,0.05874724894025459,1,0,0
poscell_1,20045,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20045.extxyz,12,152.80979059377847,2.3318243814128254,-7.175722122192383,0.345902960387739,1,0,0
poscell_1,20046,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20046.extxyz,10,144.17945128727538,2.048014902823878,-9.61016845703125,0.16084824732588826,1,0,0
poscell_1,20047,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20047.extxyz,4,142.68614104005135,3.5143190531611275,-6.70200252532959,0.01227663172104148,1,0,0
poscell_1,20048,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20048.extxyz,10,144.5469108115243,1.9280741507768258,-9.0531005859375,0.2975247710233283,1,0,0
poscell_1,20049,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20049.extxyz,12,151.73426766510627,2.041204558667708,-7.688392162322998,0.021629146756972934,1,0,0
poscell_1,20050,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20050.extxyz,10,129.6843449680205,1.9244719449272767,-7.941486835479736,0.245369823031618,1,0,0
poscell_1,20051,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20051.extxyz,7,159.63945952832108,2.278963187500032,-8.753643989562988,0.13428989999888014,1,0,0
poscell_1,20052,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20052.extxyz,14,145.75136050952446,1.9062988068611089,-6.554080963134766,0.2622759839028284,1,0,0
poscell_1,20053,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20053.extxyz,4,125.22711585320974,3.4366245986506962,-6.929259300231934,0.0039582893161217245,1,0,0
poscell_1,20054,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20054.extxyz,6,110.10175776568852,2.6745153744163406,-7.386972427368164,0.03930733146118714,1,0,0
poscell_1,20055,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20055.extxyz,12,137.7756533757219,2.434273752842007,-8.55057430267334,0.16963298988815476,1,0,0
poscell_1,20056,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20056.extxyz,4,64.00057877194133,2.1917647098067548,-10.716615676879883,0.05528074689517226,1,0,0
poscell_1,20057,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20057.extxyz,8,91.9915590785533,2.4446144294947314,-7.711792469024658,0.13202746739868493,1,0,0
poscell_1,20058,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20058.extxyz,3,39.12927616167087,2.3312911554152707,-9.842529296875,0.004673914469348913,1,0,0
poscell_1,20059,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20059.extxyz,10,154.79887567257697,2.0993418724539348,-10.342672348022461,0.11973929891165573,1,0,0
poscell_1,20060,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20060.extxyz,8,141.21122132607928,1.9037639852817756,-7.660670280456543,0.31474316298008626,1,0,0
poscell_1,20061,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20061.extxyz,10,127.28514982122464,1.6250076506190247,-7.708351135253906,0.42637420068562215,1,0,0
poscell_1,20062,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20062.extxyz,10,125.96436877612277,2.0729598944340384,-7.663325309753418,0.04531957068427847,1,0,0
poscell_1,20063,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_1/20063.extxyz,8,186.93118665162024,2.7539387380981424,-4.513675689697266,0.022593532477484985,1,0,0
poscell_3,20000,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20000.extxyz,8,188.9848412869571,2.4892607720872335,-8.711458206176758,0.24026813858178311,3,0,0
poscell_3,20001,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20001.extxyz,12,326.8943319300719,2.3569466139217434,-8.968423843383789,0.2687787772598134,3,0,0
poscell_3,20002,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20002.extxyz,4,118.52183699613389,3.2621126084704506,-6.004072189331055,0.033951885375362895,3,0,0
poscell_3,20003,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20003.extxyz,9,117.56759992945484,2.3569041846764884,-6.466740131378174,0.25319979207818194,3,0,0
poscell_3,20004,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20004.extxyz,4,50.12352328995149,2.346612239623874,-7.158849716186523,0.1637189677251292,3,0,0
poscell_3,20005,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20005.extxyz,9,198.40927527775065,2.7442975646263745,-6.8801469802856445,0.08247755748311288,3,0,0
poscell_3,20006,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20006.extxyz,14,149.8808161201481,2.1362766660849837,-7.828422546386719,0.08988041997430384,3,0,0
poscell_3,20007,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20007.extxyz,12,172.09966612986247,2.188084926774263,-8.789835929870605,0.2651928254226729,3,0,0
poscell_3,20008,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20008.extxyz,4,132.686395491065,3.0963993260389904,-6.673142433166504,0.13598157245409082,3,0,0
poscell_3,20009,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20009.extxyz,4,147.67198506988143,3.3579398915394574,-8.496051788330078,0.1676338151384778,3,0,0
poscell_3,20010,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20010.extxyz,10,130.89447763281282,1.3538032216747689,-7.376277446746826,0.1939828236833355,3,0,0
poscell_3,20011,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20011.extxyz,5,132.68337698441698,2.5492410111366373,-8.625104904174805,0.008271012295577397,3,0,0
poscell_3,20012,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20012.extxyz,8,258.20068605284905,2.8850988710646583,-7.884188652038574,0.14907893732947497,3,0,0
poscell_3,20013,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20013.extxyz,4,58.3080370784375,2.663765335951105,-8.160555839538574,0.005441982734542444,3,0,0
poscell_3,20014,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20014.extxyz,18,225.3855898539735,1.8738585954144444,-7.445925712585449,0.21432745115511467,3,0,0
poscell_3,20015,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20015.extxyz,20,261.78741610189917,2.119288300671784,-9.395134925842285,0.5651591113005199,3,0,0
poscell_3,20016,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20016.extxyz,8,82.60843780836574,2.315939399506127,-7.415424823760986,0.20944169800586349,3,0,0
poscell_3,20017,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20017.extxyz,18,237.8079873730133,1.8697599376564122,-7.434908390045166,0.21343455282958582,3,0,0
poscell_3,20018,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20018.extxyz,16,170.81219297494388,1.9765697097765211,-8.13640022277832,0.3276676127373982,3,0,0
poscell_3,20019,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20019.extxyz,12,135.62733568183214,2.414615424192863,-7.487121105194092,0.208021029002164,3,0,0
poscell_3,20020,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20020.extxyz,16,287.080213302198,2.5045995994839445,-6.630671501159668,0.2938104720613179,3,0,0
poscell_3,20021,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20021.extxyz,10,105.76409796600487,1.8763323895585324,-8.522340774536133,0.12745522016957378,3,0,0
poscell_3,20022,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20022.extxyz,8,331.91030159404386,3.8441926140230596,-8.833852767944336,0.04187207752104878,3,0,0
poscell_3,20023,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20023.extxyz,15,205.6091343620874,1.6798789555448501,-8.293434143066406,0.2779025493530262,3,0,0
poscell_3,20024,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20024.extxyz,4,51.65789055983446,2.5617173220262957,-7.196025848388672,0.197979929443813,3,0,0
poscell_3,20025,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20025.extxyz,20,202.2814042430075,1.9920659686544369,-7.932065963745117,0.3581811591542261,3,0,0
poscell_3,20026,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20026.extxyz,14,180.38219008914882,1.6188248845201307,-7.231825351715088,0.4675153657043515,3,0,0
poscell_3,20027,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20027.extxyz,9,254.67513381608376,2.993319524485098,-6.314681529998779,0.053354128962399806,3,0,0
poscell_3,20028,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20028.extxyz,20,245.97502683956697,1.8417007579989246,-9.577658653259277,0.2361304064217484,3,0,0
poscell_3,20029,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20029.extxyz,5,160.83256795315754,2.7147185058682353,-9.059880256652832,0.035491979507714676,3,0,0
poscell_3,20030,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20030.extxyz,12,147.5808010559986,2.442008492268674,-6.6025710105896,0.19474171903205156,3,0,0
poscell_3,20031,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20031.extxyz,5,142.95397566893317,2.4092206070845723,-7.899672031402588,0.2586576892711778,3,0,0
poscell_3,20032,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20032.extxyz,9,184.0978046316547,2.507628059530905,-7.972122669219971,0.4128278390174965,3,0,0
poscell_3,20033,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20033.extxyz,7,286.65595434348813,3.294147397192917,-6.992941856384277,0.004878870291156424,3,0,0
poscell_3,20034,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20034.extxyz,12,180.18425345448023,2.456699628910506,-7.546712398529053,0.14774890891936865,3,0,0
poscell_3,20035,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20035.extxyz,9,122.95536262513248,2.569685759913342,-6.950716972351074,0.20046691487470078,3,0,0
poscell_3,20036,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20036.extxyz,4,60.574356402856694,2.468782616573998,-12.86478042602539,0.007783206363777231,3,0,0
poscell_3,20037,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20037.extxyz,12,186.62284867244182,2.417767027737695,-7.584328651428223,0.06430314615848419,3,0,0
poscell_3,20038,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20038.extxyz,18,233.10387963901232,1.945199842606737,-7.382124423980713,0.1793639205568393,3,0,0
poscell_3,20039,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20039.extxyz,16,151.9549790788307,0.9811367735886517,-6.632230758666992,0.3493684330991563,3,0,0
poscell_3,20040,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20040.extxyz,4,114.61011441473688,3.3343139926445056,-5.927677631378174,0.0022921519851436777,3,0,0
poscell_3,20041,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20041.extxyz,6,67.08537963539274,2.4532905142800123,-7.052022933959961,0.05488901203277585,3,0,0
poscell_3,20042,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20042.extxyz,9,262.60369073992024,3.079170696979693,-9.014113426208496,0.0528014626101288,3,0,0
poscell_3,20043,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20043.extxyz,6,113.03350101809117,2.8240194175767623,-8.319757461547852,0.15930088683797625,3,0,0
poscell_3,20044,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20044.extxyz,4,44.435397148452246,2.4689082138217837,-5.991084098815918,0.0520375096292,3,0,0
poscell_3,20045,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20045.extxyz,12,152.20112500754624,2.3258490135347243,-7.177005767822266,0.3389251835105173,3,0,0
poscell_3,20046,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20046.extxyz,10,143.76167396533458,2.0437835606607067,-9.610889434814453,0.1223048528129391,3,0,0
poscell_3,20047,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20047.extxyz,4,142.6388123479972,3.5141562437515304,-6.702024459838867,0.011609175355230384,3,0,0
poscell_3,20048,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20048.extxyz,10,144.2520684848312,1.9185387765426234,-9.053661346435547,0.1581478646423298,3,0,0
poscell_3,20049,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20049.extxyz,12,152.2341618968854,2.043713533043333,-7.688950538635254,0.021988743344808086,3,0,0
poscell_3,20050,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20050.extxyz,10,129.51207095486808,1.9207375150603068,-7.942019462585449,0.12878667684509237,3,0,0
poscell_3,20051,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20051.extxyz,7,159.6264038836407,2.283827361311146,-8.753902435302734,0.10759077914423143,3,0,0
poscell_3,20052,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20052.extxyz,14,145.71124872222873,1.9072360449038461,-6.55435037612915,0.24263155354201615,3,0,0
poscell_3,20053,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20053.extxyz,4,125.13128968441222,3.435862560837974,-6.929346084594727,0.0038701999119405473,3,0,0
poscell_3,20054,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20054.extxyz,6,108.96252209869725,2.665660499597494,-7.3979268074035645,0.03505991762457176,3,0,0
poscell_3,20055,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20055.extxyz,12,137.5692005103689,2.437837399535078,-8.550894737243652,0.15879483245208392,3,0,0
poscell_3,20056,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20056.extxyz,4,64.09876101957936,2.1931070582273,-10.717137336730957,0.059581406846334596,3,0,0
poscell_3,20057,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20057.extxyz,8,91.8277830206778,2.4459861528812565,-7.712042808532715,0.11979630205396043,3,0,0
poscell_3,20058,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20058.extxyz,3,39.202124531439516,2.332867709568231,-9.842707633972168,0.0038255571589962804,3,0,0
poscell_3,20059,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20059.extxyz,10,154.5495892142928,2.100085570441964,-10.342952728271484,0.0953331597820177,3,0,0
poscell_3,20060,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20060.extxyz,8,141.82669472891945,1.9122351900771497,-7.662478446960449,0.30147994698254743,3,0,0
poscell_3,20061,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20061.extxyz,10,126.98394728937664,1.6213513119304388,-7.709305286407471,0.2454829024929127,3,0,0
poscell_3,20062,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20062.extxyz,10,125.98147593637945,2.073024072105446,-7.663353443145752,0.040417856926100094,3,0,0
poscell_3,20063,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/poscell_3/20063.extxyz,8,187.14369984125796,2.7552171905469907,-4.513927459716797,0.021597998380591996,3,0,0
